genres,movie_title,original_language,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count,year_released
"[""Comedy""]",Radio Dreams,fa,1.961,"[""Iran"",""United States of America""]",2016-02-01,"[""فارسی"",""English""]",6.5,4.0,2016.0
"[""Adventure"",""Documentary""]",Meru,en,8.755,"[""United States of America""]",2015-01-25,"[""English""]",7.4,178.0,2015.0
"[""Drama""]",Elizabeth Blue,en,1.892,"[""United States of America""]",2017-09-22,"[""English""]",6.0,3.0,2017.0
"[""Documentary""]",Everybody's Everything,en,9.703,"[""United States of America""]",2019-11-12,"[""English""]",8.6,205.0,2019.0
"[""Documentary""]",McQueen,en,6.398,"[""United Kingdom""]",2018-06-08,"[""English"",""Français""]",7.7,96.0,2018.0
"[""Adventure"",""Animation"",""Comedy"",""Family""]",Finding Dory,en,39.743,"[""United States of America""]",2016-06-16,"[""English""]",7.1,10192.0,2016.0
"[""Documentary""]",The Last Laugh,en,2.884,"[""United States of America""]",2016-04-18,"[""English""]",6.9,14.0,2016.0
"[""Drama""]",James White,en,5.427,"[""United States of America""]",2015-01-23,"[""English""]",6.5,89.0,2015.0
"[""Drama""]",Minyan,en,4.841,"[""United States of America""]",2020-02-21,"[""English"",""Deutsch"","""",""עִבְרִית"",""Pусский""]",4.3,3.0,2020.0
"[""Animation"",""Comedy"",""Fantasy""]",Okko's Inn,ja,6.748,"[""Japan""]",2018-09-12,"[""日本語""]",7.2,70.0,2018.0
"[""Romance"",""Thriller"",""Horror""]",Blood From Stone,en,2.586,"[""United States of America""]",2020-10-30,"[""English""]",8.0,2.0,2020.0
"[""Drama""]",Slalom,fr,5.476,"[""Belgium"",""France""]",2021-03-05,"[""Français""]",6.9,55.0,2020.0
"[""Documentary""]",Midnight Family,es,5.074,"[""Mexico""]",2019-03-29,"[""Español"",""Français""]",7.3,49.0,2019.0
"[""Drama""]",Goldie,en,3.165,"[""United States of America""]",2020-01-16,"[""English""]",5.4,8.0,2019.0
"[""Drama"",""Comedy""]",Sword of Trust,en,4.504,"[""United States of America""]",2019-07-12,"[""English""]",6.0,61.0,2019.0
"[""Comedy"",""Drama"",""Romance""]",The Big Sick,en,15.82,"[""United States of America""]",2017-03-30,"[""English"",""اردو""]",7.4,1920.0,2017.0
"[""Romance"",""Drama""]",4 Days in France,fr,2.162,"[""France""]",2016-12-02,"[""English"",""Français"",""Italiano""]",6.6,17.0,2016.0
"[""Comedy"",""Drama""]",The Meyerowitz Stories (New and Selected),en,8.754,"[""United States of America""]",2017-10-13,"[""English""]",6.4,895.0,2017.0
"[""Comedy"",""Drama""]",A Man Called Ove,sv,10.768,"[""Norway"",""Sweden""]",2015-12-25,"[""فارسی"",""svenska""]",7.6,746.0,2015.0
"[""Documentary""]",Tickled,en,7.732,"[""New Zealand""]",2016-05-26,"[""English""]",7.3,298.0,2016.0
"[""Horror"",""Thriller""]",Hunter Hunter,en,14.062,"[""Canada"",""United States of America""]",2020-12-18,"[""English""]",6.7,132.0,2020.0
"[""Comedy"",""Romance""]",Straight Up,en,3.543,"[""United States of America""]",2020-02-28,"[""English""]",7.1,41.0,2019.0
"[""Comedy"",""Drama""]",Shiva Baby,en,1.903,"[""United States of America""]",2018-03-15,"[""English""]",6.8,6.0,2018.0
"[""Drama"",""History""]",Aferim!,ro,3.683,"[""Bulgaria"",""Czech Republic"",""Romania""]",2015-03-06,"[""Română"",""Türkçe""]",7.5,66.0,2015.0
"[""Drama""]",Us,cr,0.6,"[""Mayotte""]",2019-11-22,"[""""]",0.0,0.0,2019.0
"[""Drama""]",A Quiet Passion,en,10.5,"[""Belgium"",""United States of America"",""United Kingdom""]",2016-10-07,"[""English"",""Italiano""]",6.2,142.0,2016.0
"[""Documentary"",""Family"",""Music""]",Landfill Harmonic,en,3.31,"[""United States of America"",""Brazil"",""Paraguay"",""Norway""]",2015-03-18,"[""Español"",""English""]",7.3,9.0,2015.0
"[""Drama""]",Better Days,zh,37.818,"[""China"",""Hong Kong""]",2019-10-25,"[""普通话""]",8.4,186.0,2019.0
"[""Action"",""Adventure"",""Animation"",""Family""]",Incredibles 2,en,75.673,"[""United States of America""]",2018-06-14,"[""English""]",7.5,10403.0,2018.0
"[""Crime"",""Drama"",""Thriller""]",Good Time,en,16.965,"[""United States of America""]",2017-08-11,"[""English""]",7.2,2013.0,2017.0
"[""History"",""Romance"",""Drama""]",The Promise,en,13.154,"[""Spain"",""United States of America""]",2016-12-02,"["""",""Deutsch"",""English"",""Français""]",7.0,316.0,2016.0
"[""Drama""]",Dance Academy: The Movie,en,6.709,"[""Australia""]",2017-04-06,"[""English""]",7.1,130.0,2017.0
"[""Documentary"",""Drama"",""Family""]",Swim Team,en,3.629,"[""United States of America""]",2016-10-09,"[""English""]",7.5,6.0,2016.0
"[""Comedy""]",A Very Sordid Wedding,en,2.945,"[""United States of America""]",2017-03-10,"[""English""]",5.7,17.0,2017.0
"[""Horror""]",Limbo,gl,0.6,"[""Spain""]",2018-07-30,"[""Galego""]",6.0,3.0,2018.0
"[""Documentary""]",Queen Mimi,en,2.672,"[""United States of America""]",2016-05-13,"[""English""]",7.0,9.0,2016.0
"[""Documentary""]",Hitchcock/Truffaut,en,7.224,"[""France"",""United States of America""]",2015-09-04,"[""Français"",""English"",""日本語""]",7.4,167.0,2015.0
"[""Thriller"",""Horror""]",The Domestics,en,10.794,"[""United States of America""]",2018-06-28,"[""English""]",6.2,332.0,2018.0
"[""Comedy"",""Fantasy"",""Mystery"",""Science Fiction"",""Thriller""]",Bad Kids of Crestview Academy,en,3.603,"[""United States of America""]",2017-01-13,"[""English""]",5.3,33.0,2017.0
"[""Drama""]",Being 17,fr,7.734,"[""France""]",2016-02-27,"[""Français"",""Español""]",6.9,290.0,2016.0
"[""Horror"",""Thriller""]",Alone,en,14.525,"[""United States of America""]",2020-10-16,"[""English""]",6.0,96.0,2020.0
"[""Action"",""Comedy""]",The Paper Tigers,en,7.03,"[""United States of America""]",2021-05-07,"[""English""]",7.0,55.0,2020.0
"[""Documentary""]",If the Dancer Dances,en,0.6,"[""United States of America""]",2019-04-26,"[""English""]",0.0,0.0,2018.0
"[""Documentary"",""War""]",Of Fathers and Sons,ar,2.904,"[""Germany"",""Lebanon"",""Netherlands"",""Qatar"",""Syrian Arab Republic""]",2017-11-15,"[""العربية""]",7.1,39.0,2017.0
"[""Documentary""]",The Farthest,en,4.66,"[""Germany"",""United States of America"",""Ireland"",""United Kingdom""]",2018-03-15,"[""English""]",7.7,35.0,2017.0
"[""Documentary""]",Dark Money,en,3.142,"[""United States of America""]",2018-01-22,"[""English""]",7.3,15.0,2018.0
"[""Drama"",""History"",""Crime""]",Richard Jewell,en,21.644,"[""United States of America""]",2019-12-13,"[""English""]",7.5,1705.0,2019.0
"[""Drama""]",The Heiresses,es,4.838,"[""Paraguay""]",2018-03-15,"[""Español""]",6.6,56.0,2018.0
"[""Drama"",""History""]",Becoming Astrid,sv,9.373,"[""Denmark"",""Sweden"",""Germany""]",2018-09-14,"[""Dansk"",""svenska""]",7.3,95.0,2018.0
"[""Animation"",""Family"",""Adventure"",""Fantasy""]",Wolfwalkers,en,24.212,"[""France"",""Ireland"",""Luxembourg""]",2020-10-26,"[""English""]",8.5,610.0,2020.0
"[""Documentary""]",Among Wolves,en,2.675,"[""Bosnia and Herzegovina"",""Germany"",""United States of America""]",2016-04-01,"[""Hrvatski""]",7.0,3.0,2016.0
"[""Drama""]",Spa Night,en,2.726,"[""United States of America""]",2017-11-02,"[""English"",""한국어/조선말"",""Español""]",6.6,11.0,2016.0
"[""Music"",""Documentary""]",Rumble: The Indians Who Rocked the World,en,2.625,"[""Canada""]",2017-09-22,"[""English""]",8.6,7.0,2017.0
"[""Drama"",""Documentary"",""Action""]",The Cage Fighter,en,3.554,"[""United States of America""]",2018-02-02,"[""English""]",6.3,9.0,2017.0
"[""Thriller"",""Comedy"",""Horror""]",Harpoon,en,6.903,"[""Canada""]",2019-01-24,"[""English""]",6.3,110.0,2019.0
"[""Documentary""]",When Two Worlds Collide,es,2.515,"[""United Kingdom"",""United States of America"",""Peru""]",2016-01-22,"[""Español""]",7.2,10.0,2016.0
"[""Comedy"",""Drama""]",The Teacher,fr,6.181,"[""France""]",2017-09-13,"[""Français""]",6.5,162.0,2017.0
"[""Action"",""Drama""]",Shadow,zh,9.6,"[""China""]",2018-09-30,"[""普通话""]",6.8,208.0,2018.0
"[""Comedy"",""Drama"",""Romance""]",Paterson,en,10.054,"[""France"",""Germany"",""United States of America""]",2016-11-17,"[""English""]",7.1,1372.0,2016.0
"[""Action"",""Drama""]",Kickboxer: Retaliation,en,21.119,"[""United States of America""]",2018-01-26,"[""English""]",5.4,208.0,2018.0
"[""Drama"",""Thriller""]",The Captain,zh,6.771,"[""China""]",2019-09-30,"[""普通话""]",7.1,72.0,2019.0
"[""Adventure"",""Animation"",""Drama"",""Family""]",Long Way North,fr,5.716,"[""Denmark"",""France""]",2015-12-10,"[""Français""]",7.6,106.0,2015.0
"[""Drama"",""History""]",Our Time Will Come,cn,2.379,"[""China"",""Hong Kong""]",2017-07-01,"[""广州话 / 廣州話"",""普通话"",""English"",""हिन्दी"",""日本語""]",5.9,25.0,2017.0
"[""Documentary"",""Music""]",Janis: Little Girl Blue,en,7.36,"[""United States of America""]",2015-09-09,"[""English""]",7.3,131.0,2015.0
"[""Drama""]",Mudbound,en,11.708,"[""United States of America""]",2017-11-16,"[""English""]",7.5,965.0,2017.0
"[""Crime"",""Drama"",""History"",""Comedy""]",BlacKkKlansman,en,15.773,"[""United States of America""]",2018-08-09,"[""English""]",7.6,6000.0,2018.0
"[""Action"",""Adventure"",""Fantasy""]",Wonder Woman,en,75.103,"[""United States of America""]",2017-05-30,"[""Deutsch"",""English""]",7.3,17053.0,2017.0
"[""Comedy"",""Drama""]",Shiva Baby,en,11.677,"[""United States of America""]",2021-04-02,"[""English"",""עִבְרִית""]",7.2,158.0,2020.0
"[""Romance"",""Drama""]",God's Own Country,en,17.63,"[""United Kingdom""]",2017-09-01,"[""English"",""Română""]",7.8,645.0,2017.0
"[""Drama""]",My Little Sister,de,0.991,"[""Switzerland""]",2020-10-29,"[""Deutsch"",""English"",""Français""]",7.1,8.0,2020.0
"[""Documentary""]",Little Girl,fr,3.849,"[""Denmark"",""France""]",2020-09-25,"[""Français""]",8.2,74.0,2020.0
"[""Animation"",""Adventure"",""Family"",""Comedy""]",Zootopia,en,72.573,"[""United States of America""]",2016-02-11,"[""English""]",7.7,13383.0,2016.0
"[""Drama""]",The Woman Who Ran,ko,2.484,"[""South Korea""]",2020-09-17,"[""한국어/조선말""]",6.2,39.0,2020.0
"[""Documentary""]",Saving Brinton,en,2.457,"[""United States of America""]",2018-01-25,"[""English""]",7.4,5.0,2017.0
"[""Documentary""]",Stray,tr,4.212,"[""United States of America""]",2020-06-06,"[""普通话"",""Türkçe""]",7.0,13.0,2020.0
"[""Drama""]",Life and Nothing More,en,2.161,"[""United States of America"",""Spain""]",2018-01-25,"[""English""]",7.3,12.0,2017.0
"[""Comedy""]",Mr. Roosevelt,en,3.72,"[""United States of America""]",2017-07-29,"[""English""]",6.1,46.0,2017.0
"[""Documentary""]",Trophy,en,3.774,"[""Qatar"",""United Kingdom"",""United States of America""]",2017-01-20,"[""Afrikaans"",""English""]",7.4,15.0,2017.0
"[""Documentary""]",Midnight Traveler,en,4.423,"[""Canada"",""Qatar"",""United Kingdom"",""United States of America""]",2019-09-18,"[""العربية"",""Türkçe"",""български език"",""English""]",5.8,10.0,2019.0
"[""Documentary""]",All Things Must Pass,en,7.016,"[""Japan"",""United States of America""]",2015-10-16,"[""English""]",7.2,71.0,2015.0
"[""Fantasy""]",Limbo,en,1.347,"[""United States of America""]",2016-02-06,"[""English""]",0.0,0.0,2016.0
"[""Documentary""]",Brimstone & Glory,en,1.131,"[""Mexico"",""United States of America""]",2017-10-22,"[""Español""]",5.0,1.0,2017.0
"[""Drama""]",Manchester by the Sea,en,20.975,"[""United States of America""]",2016-11-18,"[""English""]",7.5,4617.0,2016.0
"[""Documentary""]",Mission Control: The Unsung Heroes of Apollo,en,5.078,"[""United States of America""]",2017-03-14,"[""English""]",7.0,28.0,2017.0
"[""Adventure"",""Drama"",""Documentary""]",Paths of the Soul,bo,2.223,"[""China""]",2015-09-10,"[""""]",7.1,17.0,2015.0
"[""War"",""Drama"",""Action""]",Mosul,ar,8.769,"[""United States of America""]",2019-09-04,"[""العربية""]",6.7,149.0,2019.0
"[""Drama""]",Just Say Goodbye,en,0.661,"[""United States of America""]",2017-10-25,"[""English""]",7.0,2.0,2017.0
"[""History"",""Drama""]",Sin,it,3.955,"[""Italy"",""Russia""]",2019-11-14,"[""Italiano""]",6.2,41.0,2019.0
"[""Drama""]",The Killing of Two Lovers,en,8.048,"[""United States of America""]",2021-02-23,"[""English""]",6.7,36.0,2020.0
"[""Drama"",""Horror""]",Piggy,es,0.743,"[""Spain""]",2018-03-11,"[""Español""]",7.3,11.0,2018.0
"[""Documentary""]",Presenting Princess Shaw,en,3.427,"[""Israel"",""United States of America""]",2016-05-27,"[""English"",""עִבְרִית""]",6.4,7.0,2016.0
"[""Documentary""]",Mosul,en,13.38,"[""United States of America""]",2019-05-14,"[""العربية"",""Deutsch"",""English""]",7.3,90.0,2019.0
"[""Action"",""Science Fiction""]",Arcadia,en,2.443,"[""United Kingdom""]",2016-10-24,"[""English""]",4.0,7.0,2016.0
"[""Documentary""]","Scream, Queen! My Nightmare on Elm Street",en,5.221,"[""United States of America""]",2019-04-05,"[""English""]",6.8,23.0,2019.0
"[""Drama""]",Days,zh,1.387,"[""Taiwan""]",2021-05-21,"[""No Language""]",7.9,7.0,2020.0
"[""Comedy"",""Drama""]",The Farewell,en,17.423,"[""China"",""United States of America""]",2019-07-12,"[""English"",""日本語"",""普通话""]",7.5,1014.0,2019.0
"[""Animation"",""Adventure"",""Fantasy""]",Big Fish & Begonia,zh,27.026,"[""China""]",2016-07-08,"[""普通话""]",7.5,313.0,2016.0
"[""Animation"",""Family"",""Fantasy"",""Adventure"",""Drama""]",Mirai,ja,52.285,"[""Japan""]",2018-06-16,"[""日本語""]",7.2,524.0,2018.0
"[""Documentary""]",Sea of Shadows,en,6.927,"[""Austria""]",2019-09-20,"[""English"",""Español""]",7.8,44.0,2019.0
"[""Documentary""]",Roll Red Roll,en,4.168,"[""United States of America""]",2019-03-22,"[""English""]",6.9,40.0,2018.0
"[""Comedy"",""Horror"",""Music""]",Uncle Peckerhead,en,5.64,"[""United States of America""]",2020-08-11,"[""English""]",6.1,48.0,2020.0
"[""Drama"",""Animation""]",Tehran Taboo,fa,6.117,"[""Germany"",""Austria""]",2017-10-04,"[""فارسی""]",7.2,60.0,2017.0
"[""Documentary""]",Pandas,en,2.012,"[""United States of America""]",2018-04-06,"[""English""]",8.3,39.0,2018.0
"[""Science Fiction"",""Fantasy""]",Alone,fr,7.123,"[""Belgium"",""Spain"",""France""]",2017-02-08,"[""Français""]",5.6,427.0,2017.0
"[""Thriller"",""Action"",""Drama""]",Blue Jay,en,1.915,"[""United States of America""]",2016-12-02,"[""English""]",6.0,2.0,2016.0
"[""Drama""]",Snapshots,en,5.053,"[""United States of America""]",2018-08-14,"[""English""]",7.3,31.0,2018.0
"[""Action"",""Adventure"",""Animation"",""Science Fiction"",""Comedy""]",Spider-Man: Into the Spider-Verse,en,174.121,"[""United States of America""]",2018-12-06,"[""English"",""Español""]",8.4,10146.0,2018.0
"[""Documentary""]",12 Days,fr,2.555,"[""France""]",2017-11-29,"[""Français""]",7.1,38.0,2017.0
"[""Documentary""]",Honeyland,tr,8.897,"[""Macedonia""]",2019-07-26,"[""Bosanski"","""","""",""Türkçe""]",8.0,187.0,2019.0
"[""Drama"",""Thriller""]",Elle,fr,12.518,"[""Belgium"",""France"",""Germany""]",2016-05-25,"[""Français""]",6.6,1444.0,2016.0
"[""Drama""]",Hotel by the River,ko,3.242,"[""South Korea""]",2019-03-24,"[""한국어/조선말""]",6.5,36.0,2018.0
"[""Documentary"",""War""]",The Distant Barking of Dogs,en,1.345,"[""Denmark"",""Finland"",""Sweden""]",2017-11-19,"[""Pусский"",""Український""]",7.4,10.0,2017.0
"[""Comedy"",""Science Fiction""]","Aliens, Clowns & Geeks",en,0.662,"[""United States of America""]",2021-01-30,"[""English""]",0.0,0.0,2019.0
"[""Drama""]",After Love,fr,5.283,"[""Belgium"",""France""]",2016-06-08,"[""Français""]",6.0,99.0,2016.0
"[""Horror"",""Comedy""]",Bloody Hell,en,18.114,"[""Australia"",""United States of America""]",2021-01-14,"[""English"",""suomi""]",6.4,73.0,2020.0
"[""Drama"",""Family""]",Fagara,ab,2.182,"[""China"",""Hong Kong""]",2019-09-06,"[""广州话 / 廣州話"",""普通话""]",7.0,4.0,2019.0
"[""Science Fiction""]",Assassin 33 A.D.,en,18.33,"[""United States of America""]",2020-01-24,"[""English""]",5.3,86.0,2020.0
"[""War"",""History"",""Action"",""Drama""]",Midway,en,56.694,"[""Canada"",""China"",""United States of America""]",2019-11-06,"[""普通话"",""English"",""日本語""]",7.1,1692.0,2019.0
"[""Comedy""]",The Last Laugh,en,7.739,"[""United States of America""]",2019-01-11,"[""English"",""Español""]",5.4,133.0,2019.0
"[""Documentary""]",Weiner,en,7.905,"[""United States of America""]",2016-05-20,"[""English""]",7.4,131.0,2016.0
"[""Drama""]",The Father,ru,0.6,"[""Russia""]",2019-07-20,"[""Pусский""]",0.0,0.0,2019.0
"[""Adventure"",""Comedy"",""Drama""]",Hunt for the Wilderpeople,en,13.649,"[""New Zealand""]",2016-03-31,"[""English""]",7.7,1499.0,2016.0
"[""Comedy""]",Girls Trip,en,32.588,"[""United States of America""]",2017-07-21,"[""English""]",6.8,1284.0,2017.0
"[""Drama"",""Music""]",We Are Little Zombies,ja,1.906,"[""Japan""]",2019-03-24,"[""日本語""]",6.4,9.0,2019.0
"[""Fantasy"",""Comedy"",""Drama""]",The Wandering Soap Opera,es,1.073,"[""Chile""]",2017-08-10,"[""Español""]",6.7,11.0,2017.0
"[""Documentary"",""Music""]",The Quiet One,en,2.96,"[""United Kingdom""]",2019-06-21,"[""English""]",6.6,8.0,2019.0
"[""Drama""]","I, Daniel Blake",en,10.42,"[""Belgium"",""France"",""United Kingdom""]",2016-10-21,"[""English""]",7.8,1061.0,2016.0
"[""Drama""]",Lucky,en,13.049,"[""United States of America""]",2017-09-29,"[""English"",""Español""]",7.3,395.0,2017.0
"[""Drama"",""Romance"",""History""]",Downton Abbey,en,14.161,"[""United Kingdom"",""United States of America""]",2019-09-12,"[""English""]",7.1,759.0,2019.0
"[""Documentary""]",Betting on Zero,en,8.558,"[""United States of America""]",2017-03-17,"[""Español"",""English""]",7.2,86.0,2016.0
"[""Action"",""Horror"",""Thriller""]",Train to Busan,ko,80.32,"[""South Korea""]",2016-07-20,"[""한국어/조선말""]",7.8,5203.0,2016.0
"[""Comedy"",""Romance""]",Palm Springs,en,14.788,"[""United States of America""]",2020-07-10,"[""English"",""Español""]",7.3,1859.0,2020.0
"[""Fantasy"",""Animation"",""Drama"",""Romance""]",Violet Evergarden: The Movie,ja,28.25,"[""Japan""]",2020-09-18,"[""日本語""]",8.8,143.0,2020.0
"[""Drama"",""Horror""]",We're All Going to the World's Fair,en,2.006,"[""United States of America""]",2021-01-31,"[""English""]",7.0,7.0,2021.0
"[""Drama"",""Science Fiction""]",The Pink Cloud,pt,1.253,"[""Brazil""]",2021-04-01,"[""Português""]",5.9,7.0,2021.0
"[""Drama""]",The White Tiger,en,17.203,"[""India"",""Singapore"",""United States of America""]",2021-01-13,"[""English"",""हिन्दी""]",7.0,599.0,2021.0
"[""Drama"",""Thriller""]",The Rescue,zh,2.456,"[""China""]",2020-12-18,"[""普通话""]",7.4,24.0,2020.0
"[""Animation""]",Off the Rails,en,20.915,"[""Australia""]",2021-11-13,"[""English"",""Pусский""]",0.0,0.0,2021.0
"[""Drama"",""Music""]",Elvis,en,5.809,"[""Australia"",""United States of America""]",2022-05-25,"[""English""]",0.0,0.0,2022.0
"[""Crime"",""Drama"",""Thriller""]",Wild Indian,en,5.639,"[""United States of America""]",2021-09-03,"[""English""]",6.3,5.0,2021.0
"[""Documentary""]",Who We Are: A Chronicle of Racism in America,en,2.686,"[""United States of America""]",2021-03-17,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""Romance""]",Wheel of Fortune and Fantasy,ja,2.758,"[""Japan""]",2021-04-11,"[""日本語""]",7.1,19.0,2021.0
"[""Drama"",""Romance"",""Crime""]",West Side Story,en,12.619,"[""United States of America""]",2021-12-08,"[""English""]",0.0,0.0,2021.0
"[""Documentary""]",Try Harder!,en,5.772,"[""United States of America""]",2021-12-03,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",Tyger Tyger,en,2.606,"[""United States of America""]",2021-02-26,"[""English""]",7.0,4.0,2021.0
"[""Comedy"",""Drama""]",Together Together,en,6.586,"[""United States of America""]",2021-04-23,"[""English""]",6.9,55.0,2021.0
"[""Documentary"",""Music""]",The Sparks Brothers,en,7.586,"[""United Kingdom"",""United States of America""]",2021-06-18,"[""English""]",7.2,19.0,2021.0
"[""Mystery"",""Drama"",""Fantasy""]",The Tutor,es,1.781,"[""Argentina""]",2017-01-01,"[""Español""]",8.0,10.0,2017.0
"[""Drama"",""War""]",The Tragedy of Macbeth,en,7.334,"[""United States of America""]",2021-12-25,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",The Girl and the Spider,de,3.265,"[""Switzerland""]",2021-10-20,"[""Deutsch""]",4.0,1.0,2021.0
"[""Documentary""]",The Farewell,ru,0.6,"[""Russia""]",2020-11-16,"[""Pусский""]",0.0,0.0,2020.0
"[""Drama"",""Family""]",Step,ja,1.4,"[""Japan""]",2020-07-17,"[""日本語""]",6.0,1.0,2020.0
"[""Documentary"",""Family""]",Street Gang: How We Got to Sesame Street,en,2.834,"[""United States of America""]",2021-04-23,"[""English""]",7.0,3.0,2021.0
"[""Comedy"",""Drama""]",Swan Song,en,3.775,"[""United States of America""]",2021-08-06,"[""English""]",7.9,7.0,2021.0
"[""Documentary""]",Spontaneous,en,0.61,"[""United States of America""]",2020-01-25,"[""English""]",6.0,1.0,2020.0
"[""Action"",""Adventure"",""Fantasy""]",Shang-Chi and the Legend of the Ten Rings,en,3641.782,"[""United States of America""]",2021-09-01,"[""English"",""普通话""]",7.9,2201.0,2021.0
"[""Documentary""]",Roadrunner: A Film About Anthony Bourdain,en,5.518,"[""United States of America""]",2021-07-16,"[""English""]",6.9,13.0,2021.0
"[""Thriller"",""Action""]",Revenge,fr,1.772,"[""France""]",2017-09-20,"[""Français""]",4.8,9.0,2016.0
"[""Family"",""Fantasy"",""Animation"",""Action"",""Adventure""]",Raya and the Last Dragon,en,324.327,"[""United States of America""]",2021-03-03,"[""English""]",8.1,4530.0,2021.0
"[""Drama"",""Fantasy""]",Petite Maman,fr,5.938,"[""France""]",2021-06-02,"[""Français""]",7.1,35.0,2021.0
"[""Comedy"",""Drama"",""Fantasy""]",Potato Dreams of America,en,1.302,"[""United States of America""]",2021-03-16,"[""English""]",6.0,1.0,2021.0
"[""Drama""]",Pearl,en,2.045,"[""United States of America""]",2021-09-10,"[""English""]",0.0,0.0,2020.0
"[""Documentary""]",Not Going Quietly,en,3.158,"[""United States of America""]",2021-08-13,"[""English""]",0.0,0.0,2021.0
"[""Action"",""Crime"",""Thriller"",""Drama""]",Nobody,en,174.633,"[""United States of America""]",2021-03-18,"[""English"",""Pусский"",""Español""]",8.3,3644.0,2021.0
"[""Drama"",""Mystery"",""Thriller""]",My True Fairytale,en,2.815,"[""United States of America""]",2021-04-09,"[""English""]",7.0,4.0,2021.0
"[""Drama""]",Mass,en,3.242,"[""United States of America""]",2021-10-08,"[""English""]",9.0,1.0,2021.0
"[""Action""]",Lion,te,0.93,"[""India""]",2015-05-14,"[""తెలుగు""]",4.0,2.0,2015.0
"[""Drama""]",Luzzu,mt,1.933,"[""Malta""]",2021-06-03,"[""English"",""Malti""]",6.0,3.0,2021.0
"[""Comedy""]",Love and Monsters,ru,2.862,"[""Russia""]",2021-04-22,"[""Pусский""]",2.5,4.0,2020.0
"[""Thriller"",""Crime""]",Limbo,cn,3.667,"[""China"",""Hong Kong""]",2021-03-03,"[""日本語"",""广州话 / 廣州話""]",7.4,6.0,2021.0
"[""Drama"",""Comedy""]",Language Lessons,en,5.049,"[""United States of America""]",2021-09-10,"[""English"",""Español""]",4.0,2.0,2021.0
"[""Documentary""]","Introducing, Selma Blair",en,6.51,"[""United States of America""]",2021-10-15,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""Music"",""Romance""]",In the Heights,en,23.287,"[""United States of America""]",2021-06-10,"[""English"",""Español""]",7.4,360.0,2021.0
"[""Drama""]",Jockey,en,4.045,"[""United States of America""]",2021-12-29,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",Hive,sq,2.657,"[""Albania"",""Kosovo"",""Macedonia"",""Switzerland""]",2022-02-17,"[""shqip""]",0.0,0.0,2021.0
"[""Science Fiction"",""Comedy"",""Romance""]",I'm Your Man,de,11.867,"[""Germany""]",2021-08-05,"[""Deutsch""]",6.7,36.0,2021.0
"[""Comedy""]",Golden Arm,en,2.977,"[""United States of America""]",2021-04-30,"[""English""]",6.6,8.0,2020.0
"[""Action"",""Adventure"",""Fantasy""]",Godzilla vs. Kong,en,353.352,"[""United States of America""]",2021-03-24,"[""English""]",7.9,7195.0,2021.0
"[""Documentary"",""Animation""]",Flee,da,4.306,"[""Denmark"",""Estonia"",""Finland"",""France"",""Italy"",""Norway"",""Slovenia"",""Spain"",""Sweden"",""United States of America""]",2021-06-17,"[""English"",""Dansk"",""فارسی"",""Pусский""]",8.5,7.0,2021.0
"[""Comedy"",""Drama""]",El Planeta,es,2.575,"[""Argentina"",""Spain"",""United States of America""]",2021-09-24,"[""English"",""Español""]",6.0,1.0,2021.0
"[""Drama""]",East of the Mountains,en,6.544,"[""United States of America""]",2021-09-24,"[""English""]",4.6,4.0,2021.0
"[""Thriller"",""Drama""]",Drishyam 2,ml,4.341,"[""India""]",2021-02-19,"[""""]",8.0,54.0,2021.0
"[""Drama""]",The Swimmer,es,0.6,"[""Spain""]",2018-04-10,"[""العربية"",""Español""]",0.0,0.0,2018.0
"[""Comedy"",""History""]",Delicious,fr,4.144,"[""Belgium"",""France""]",2021-09-08,"[""Français""]",6.5,40.0,2021.0
"[""Thriller"",""Horror""]",Coming Home in the Dark,en,7.419,"[""New Zealand""]",2021-08-12,"[""English""]",5.5,18.0,2021.0
"[""Drama"",""Music"",""Romance""]",CODA,en,51.276,"[""France"",""United States of America""]",2021-08-11,"[""English"",""Español""]",8.3,269.0,2021.0
"[""Documentary""]",Bring Your Own Brigade,en,3.193,"[""United States of America""]",2021-08-06,"[""English""]",10.0,1.0,2021.0
"[""Drama""]",Brother's Keeper,tr,1.904,"[""Romania"",""Turkey""]",2021-08-20,"["""",""Türkçe""]",8.0,1.0,2021.0
"[""Thriller"",""Drama""]",Boiling Point,en,8.638,"[""United Kingdom""]",2021-11-19,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""History"",""War""]",Betrayed,no,3.352,"[""Norway""]",2020-12-25,"[""Norsk""]",7.1,7.0,2020.0
"[""Documentary"",""Music""]",Billie Eilish: The World's a Little Blurry,en,15.12,"[""United States of America""]",2021-02-26,"[""English""]",8.7,197.0,2021.0
"[""Drama""]",Azor,fr,98.091,"[""Argentina"",""France"",""Switzerland""]",2021-09-10,"[""English"",""Español"",""Français""]",5.6,7.0,2021.0
"[""Documentary""]",American Relapse,en,2.439,"[""United States of America""]",2019-03-29,"[""English""]",6.3,4.0,2019.0
