nomination_id,movie_id,year_film,year_ceremony,ceremony,canon_category,name,winner
314,403,2022,2023,95,WRITING (Original Screenplay),Daniel Kwan/Daniel Scheinert,True
315,310,2015,2016,88,INTERNATIONAL FEATURE FILM,Jordan,False
316,1315,2015,2016,88,INTERNATIONAL FEATURE FILM,Hungary,True
317,925,2015,2016,88,INTERNATIONAL FEATURE FILM,France,False
318,1434,2015,2016,88,FILM EDITING,Maryann Brandon/Mary Jo Markey,False
319,146,2015,2016,88,FILM EDITING,Tom McArdle,False
320,668,2015,2016,88,FILM EDITING,Margaret Sixel,True
321,94,2015,2016,88,DOCUMENTARY (Feature),Joshua Oppenheimer/Signe Byrge Sørensen,False
322,798,2015,2016,88,DOCUMENTARY (Feature),Asif Kapadia/James Gay-Rees,True
323,668,2015,2016,88,BEST PICTURE,Doug Mitchell/George Miller,False
324,668,2015,2016,88,DIRECTING,George Miller,False
325,668,2015,2016,88,COSTUME DESIGN,Jenny Beavan,True
326,1046,2015,2016,88,CINEMATOGRAPHY,Roger Deakins,False
327,1232,2022,2023,95,WRITING (Adapted Screenplay),Kazuo Ishiguro,False
328,794,2022,2023,95,WRITING (Adapted Screenplay),Ehren Kruger/Eric Warren Singer/Christopher McQuarrie/Peter Craig/Justin Marks,False
329,131,2015,2016,88,ANIMATED FEATURE FILM,Hiromasa Yonebayashi/Yoshiaki Nishimura,False
330,1521,2015,2016,88,ANIMATED FEATURE FILM,Mark Burton/Richard Starzak,False
331,421,2015,2016,88,ANIMATED FEATURE FILM,Pete Docter/Jonas Rivera,True
332,536,2015,2016,88,ANIMATED FEATURE FILM,Alê Abreu,False
333,146,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rachel McAdams,False
334,691,2015,2016,88,ACTRESS IN A LEADING ROLE,Saoirse Ronan,False
335,55,2015,2016,88,ACTRESS IN A LEADING ROLE,Charlotte Rampling,False
336,346,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,False
337,640,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Rylance,True
338,146,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,False
339,668,2015,2016,88,VISUAL EFFECTS,Andrew Jackson/Tom Wood/Dan Oliver/Andy Williams,False
340,1540,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,False
341,662,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,True
342,1218,2016,2017,89,ACTOR IN A LEADING ROLE,Denzel Washington,False
343,61,2016,2017,89,ACTOR IN A LEADING ROLE,Ryan Gosling,False
344,626,2016,2017,89,ACTOR IN A LEADING ROLE,Andrew Garfield,False
345,774,2016,2017,89,ACTOR IN A LEADING ROLE,Casey Affleck,True
346,323,2015,2016,88,WRITING (Original Screenplay),Jonathan Herman/Andrea Berloff/S. Leigh Savidge/Alan Wenkus,False
347,146,2015,2016,88,WRITING (Original Screenplay),Josh Singer/Tom McCarthy,True
348,421,2015,2016,88,WRITING (Original Screenplay),Pete Docter/Meg LeFauve/Josh Cooley/Ronnie del Carmen,False
349,905,2015,2016,88,WRITING (Original Screenplay),Alex Garland,False
350,640,2015,2016,88,WRITING (Original Screenplay),Matt Charman/Ethan Coen/Joel Coen,False
351,608,2015,2016,88,WRITING (Adapted Screenplay),Drew Goddard,False
352,691,2015,2016,88,WRITING (Adapted Screenplay),Nick Hornby,False
353,1434,2015,2016,88,VISUAL EFFECTS,Roger Guyett/Patrick Tubach/Neal Scanlan/Chris Corbould,False
354,608,2015,2016,88,VISUAL EFFECTS,Richard Stammers/Anders Langlands/Chris Lawrence/Steven Warner,False
355,1527,2016,2017,89,VISUAL EFFECTS,Steve Emerson/Oliver Jones/Brian McLean/Brad Schiff,False
356,905,2015,2016,88,VISUAL EFFECTS,Andrew Whitehurst/Paul Norris/Mark Ardington/Sara Bennett,True
357,1434,2015,2016,88,SOUND MIXING,Andy Nelson/Christopher Scarabosio/Stuart Wilson,False
358,608,2015,2016,88,SOUND MIXING,Paul Massey/Mark Taylor/Mac Ruth,False
359,668,2015,2016,88,SOUND MIXING,Chris Jenkins/Gregg Rudloff/Ben Osmo,True
360,640,2015,2016,88,SOUND MIXING,Andy Nelson/Gary Rydstrom/Drew Kunin,False
361,1434,2015,2016,88,SOUND EDITING,Matthew Wood/David Acord,False
362,1046,2015,2016,88,SOUND EDITING,Alan Robert Murray,False
363,608,2015,2016,88,SOUND EDITING,Oliver Tarney,False
364,668,2015,2016,88,SOUND EDITING,Mark Mangini/David White,True
365,608,2015,2016,88,ART DIRECTION,Arthur Max/Celia Bobak,False
366,668,2015,2016,88,ART DIRECTION,Colin Gibson/Lisa Thompson,True
367,640,2015,2016,88,ART DIRECTION,Adam Stockhausen/Rena DeAngelo/Bernhard Henrich,False
368,146,2015,2016,88,BEST PICTURE,Michael Sugar/Steve Golin/Nicole Rocklin/Blye Pagon Faust,True
369,608,2015,2016,88,BEST PICTURE,Simon Kinberg/Ridley Scott/Michael Schaefer/Mark Huffam,False
370,614,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Emma Stone,False
371,810,2018,2019,91,ACTOR IN A SUPPORTING ROLE,Adam Driver,False
372,698,2017,2018,90,MUSIC (Original Song),Kristen Anderson-Lopez/Robert Lopez,True
373,606,2018,2019,91,ACTOR IN A SUPPORTING ROLE,Richard E. Grant,False
374,1514,2018,2019,91,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,False
375,1586,2017,2018,90,MUSIC (Original Song),Mary J. Blige/Raphael Saadiq/Taura Stinson,False
376,614,2018,2019,91,ACTRESS IN A LEADING ROLE,Olivia Colman,True
377,936,2017,2018,90,MUSIC (Original Score),John Williams,False
378,823,2017,2018,90,MUSIC (Original Score),Alexandre Desplat,True
379,606,2018,2019,91,ACTRESS IN A LEADING ROLE,Melissa McCarthy,False
380,1514,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,False
381,204,2017,2018,90,MUSIC (Original Score),Hans Zimmer,False
382,204,2017,2018,90,BEST PICTURE,Emma Thomas/Christopher Nolan,False
383,823,2017,2018,90,FILM EDITING,Sidney Wolinsky,False
384,204,2017,2018,90,FILM EDITING,Lee Smith,True
385,195,2017,2018,90,FILM EDITING,Paul Machliss/Jonathan Amos,False
386,1480,2017,2018,90,DOCUMENTARY (Feature),Yance Ford/Joslyn Barnes,False
387,1051,2017,2018,90,DOCUMENTARY (Feature),Feras Fayyad/Kareem Abeed/Søren Steen Jespersen,False
388,241,2017,2018,90,DOCUMENTARY (Feature),Agnès Varda/JR/Rosalie Varda,False
389,666,2017,2018,90,DOCUMENTARY (Feature),Steve James/Mark Mitten/Julie Goldman,False
390,614,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,False
391,1562,2018,2019,91,ANIMATED FEATURE FILM,Brad Bird/John Walker/Nicole Paradis Grindle,False
392,1201,2018,2019,91,ANIMATED FEATURE FILM,Mamoru Hosoda/Yuichiro Saito,False
393,823,2017,2018,90,DIRECTING,Guillermo del Toro,True
394,204,2017,2018,90,SOUND MIXING,Gregg Landaker/Gary A. Rizzo/Mark Weingarten,True
395,1586,2017,2018,90,WRITING (Adapted Screenplay),Virgil Williams/Dee Rees,False
396,1149,2017,2018,90,WRITING (Adapted Screenplay),Scott Frank/James Mangold/Michael Green,False
397,1353,2017,2018,90,WRITING (Adapted Screenplay),Scott Neustadter/Michael H. Weber,False
398,720,2017,2018,90,WRITING (Original Screenplay),Emily V. Gordon/Kumail Nanjiani,False
399,1009,2017,2018,90,VISUAL EFFECTS,Joe Letteri/Daniel Barrett/Dan Lemmon/Joel Whist,False
400,936,2017,2018,90,VISUAL EFFECTS,Ben Morris/Mike Mulholland/Neal Scanlan/Chris Corbould,False
401,936,2017,2018,90,SOUND MIXING,David Parker/Michael Semanick/Ren Klyce/Stuart Wilson,False
402,969,2017,2018,90,WRITING (Original Screenplay),Jordan Peele,True
403,823,2017,2018,90,SOUND MIXING,Christian Cooke/Brad Zoern/Glen Gauthier,False
404,823,2017,2018,90,WRITING (Original Screenplay),Guillermo del Toro/Vanessa Taylor,False
405,604,2018,2019,91,ACTOR IN A LEADING ROLE,Viggo Mortensen,False
406,597,2018,2019,91,ANIMATED FEATURE FILM,Bob Persichetti/Peter Ramsey/Rodney Rothman/Phil Lord/Christopher Miller,True
407,195,2017,2018,90,SOUND MIXING,Julian Slater/Tim Cavagin/Mary H. Ellis,False
408,936,2017,2018,90,SOUND EDITING,Matthew Wood/Ren Klyce,False
409,823,2017,2018,90,SOUND EDITING,Nathan Robitaille/Nelson Ferreira,False
410,204,2017,2018,90,SOUND EDITING,Richard King/Alex Gibson,True
411,195,2017,2018,90,SOUND EDITING,Julian Slater,False
412,1499,2017,2018,90,SHORT FILM (Live Action),Chris Overton/Rachel Shenton,True
413,823,2017,2018,90,ART DIRECTION,Paul Denham Austerberry/Shane Vieau/Jeffrey A. Melvin,True
414,204,2017,2018,90,ART DIRECTION,Nathan Crowley/Gary Fettis,False
415,823,2017,2018,90,BEST PICTURE,Guillermo del Toro/J. Miles Dale,True
416,604,2018,2019,91,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,True
417,969,2017,2018,90,BEST PICTURE,Sean McKittrick/Jason Blum/Edward H. Hamm Jr./Jordan Peele,False
418,604,2018,2019,91,FILM EDITING,Patrick J. Don Vito,False
419,204,2017,2018,90,CINEMATOGRAPHY,Hoyte van Hoytema,False
420,586,2018,2019,91,DOCUMENTARY (Feature),Bing Liu/Diane Quon,False
421,841,2018,2019,91,DOCUMENTARY (Feature),Talal Derki/Ansgar Frerich/Eva Kemme/Tobias N. Siebert,False
422,698,2017,2018,90,ANIMATED FEATURE FILM,Lee Unkrich/Darla K. Anderson,True
423,939,2017,2018,90,ANIMATED FEATURE FILM,Nora Twomey/Anthony Leo,False
424,1299,2018,2019,91,DOCUMENTARY (Feature),Betsy West/Julie Cohen,False
425,823,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,False
426,810,2018,2019,91,FILM EDITING,Barry Alexander Brown,False
427,614,2018,2019,91,FILM EDITING,Yorgos Mavropsaridis,False
428,1586,2017,2018,90,CINEMATOGRAPHY,Rachel Morrison,False
429,190,2018,2019,91,INTERNATIONAL FEATURE FILM,Lebanon,False
430,174,2018,2019,91,INTERNATIONAL FEATURE FILM,Poland,False
431,784,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,False
432,1514,2018,2019,91,INTERNATIONAL FEATURE FILM,Mexico,True
433,823,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Richard Jenkins,False
434,1586,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Mary J. Blige,False
435,1545,2018,2019,91,INTERNATIONAL FEATURE FILM,Japan,False
436,823,2017,2018,90,ACTRESS IN A LEADING ROLE,Sally Hawkins,False
437,325,2018,2019,91,MAKEUP AND HAIRSTYLING,Göran Lundström/Pamela Goldammer,False
438,810,2018,2019,91,MUSIC (Original Score),Terence Blanchard,False
439,464,2018,2019,91,COSTUME DESIGN,Ruth Carter,True
440,614,2018,2019,91,COSTUME DESIGN,Sandy Powell,False
441,810,2018,2019,91,DIRECTING,Spike Lee,False
442,174,2018,2019,91,DIRECTING,Pawel Pawlikowski,False
443,614,2018,2019,91,DIRECTING,Yorgos Lanthimos,False
444,969,2017,2018,90,DIRECTING,Jordan Peele,False
445,204,2017,2018,90,DIRECTING,Christopher Nolan,False
446,1514,2018,2019,91,CINEMATOGRAPHY,Alfonso Cuarón,True
447,1514,2018,2019,91,DIRECTING,Alfonso Cuarón,True
448,823,2017,2018,90,COSTUME DESIGN,Luis Sequeira,False
449,464,2018,2019,91,MUSIC (Original Score),Ludwig Goransson,True
450,1273,2018,2019,91,DOCUMENTARY (Feature),Elizabeth Chai Vasarhelyi/Jimmy Chin/Evan Hayes/Shannon Dill,True
451,614,2018,2019,91,CINEMATOGRAPHY,Robbie Ryan,False
452,174,2018,2019,91,CINEMATOGRAPHY,Lukasz Zal,False
453,382,2018,2019,91,DOCUMENTARY (Feature),RaMell Ross/Joslyn Barnes/Su Kim,False
454,823,2017,2018,90,CINEMATOGRAPHY,Dan Laustsen,False
455,1374,2015,2016,88,MUSIC (Original Score),Carter Burwell,False
456,1374,2015,2016,88,CINEMATOGRAPHY,Ed Lachman,False
457,559,2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,True
458,1374,2015,2016,88,ACTRESS IN A LEADING ROLE,Cate Blanchett,False
459,515,2020,2021,93,WRITING (Original Screenplay),Lee Isaac Chung,False
460,1374,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rooney Mara,False
461,1571,2015,2016,88,ANIMATED FEATURE FILM,Charlie Kaufman/Duke Johnson/Rosa Tran,False
462,1374,2015,2016,88,COSTUME DESIGN,Sandy Powell,False
463,559,2015,2016,88,DIRECTING,Lenny Abrahamson,False
464,559,2015,2016,88,BEST PICTURE,Ed Guiney,False
465,997,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Regina King,True
466,997,2018,2019,91,WRITING (Adapted Screenplay),Barry Jenkins,False
467,997,2018,2019,91,MUSIC (Original Score),Nicholas Britell,False
468,463,2020,2021,93,MUSIC (Original Song),H.E.R./Dernst Emile II/Tiara Thomas,True
469,463,2020,2021,93,CINEMATOGRAPHY,Sean Bobbitt,False
470,1520,2020,2021,93,CINEMATOGRAPHY,Joshua James Richards,False
471,1147,2017,2018,90,COSTUME DESIGN,Mark Bridges,True
472,515,2020,2021,93,DIRECTING,Lee Isaac Chung,False
473,1520,2020,2021,93,DIRECTING,Chloé Zhao,True
474,334,2020,2021,93,FILM EDITING,Yorgos Lamprinos,False
475,663,2016,2017,89,BEST PICTURE,Donna Gigliotti/Peter Chernin/Jenno Topping/Pharrell Williams/Theodore Melfi,False
476,1520,2020,2021,93,FILM EDITING,Chloé Zhao,False
477,1457,2020,2021,93,INTERNATIONAL FEATURE FILM,Hong Kong,False
478,87,2020,2021,93,INTERNATIONAL FEATURE FILM,Bosnia and Herzegovina,False
479,1147,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Lesley Manville,False
480,515,2020,2021,93,MUSIC (Original Score),Emile Mosseri,False
481,431,2021,2022,94,INTERNATIONAL FEATURE FILM,Bhutan,False
482,334,2020,2021,93,BEST PICTURE,David Parfitt/Jean-Louis Livi/Philippe Carcassonne,False
483,463,2020,2021,93,BEST PICTURE,Shaka King/Charles D. King/Ryan Coogler,False
484,515,2020,2021,93,BEST PICTURE,Christina Oh,False
485,1520,2020,2021,93,BEST PICTURE,Frances McDormand/Peter Spears/Mollye Asher/Dan Janvey/Chloé Zhao,True
486,334,2020,2021,93,ART DIRECTION,Peter Francis/Cathy Featherstone,False
487,663,2016,2017,89,WRITING (Adapted Screenplay),Allison Schroeder/Theodore Melfi,False
488,334,2020,2021,93,WRITING (Adapted Screenplay),Christopher Hampton/Florian Zeller,True
489,1520,2020,2021,93,WRITING (Adapted Screenplay),Chloé Zhao,False
490,1509,2020,2021,93,WRITING (Adapted Screenplay),Ramin Bahrani,False
491,568,2017,2018,90,ACTOR IN A LEADING ROLE,Timothée Chalamet,False
492,1147,2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,False
493,463,2020,2021,93,WRITING (Original Screenplay),Will Berson/Shaka King/Kenny Lucas/Keith Lucas,False
494,402,2017,2018,90,INTERNATIONAL FEATURE FILM,Chile,True
495,1374,2015,2016,88,WRITING (Adapted Screenplay),Phyllis Nagy,False
496,559,2015,2016,88,WRITING (Adapted Screenplay),Emma Donoghue,False
497,1539,2019,2020,92,INTERNATIONAL FEATURE FILM,Poland,False
498,1147,2017,2018,90,BEST PICTURE,JoAnne Sellar/Paul Thomas Anderson/Megan Ellison/Daniel Lupi,False
499,568,2017,2018,90,BEST PICTURE,Peter Spears/Luca Guadagnino/Emilie Georges/Marco Morabito,False
500,90,2021,2022,94,WRITING (Original Screenplay),Eskil Vogt/Joachim Trier,False
501,568,2017,2018,90,MUSIC (Original Song),Sufjan Stevens,False
502,663,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,False
503,1147,2017,2018,90,MUSIC (Original Score),Jonny Greenwood,False
504,1104,2016,2017,89,ANIMATED FEATURE FILM,Claude Barras/Max Karli,False
505,1262,2016,2017,89,ANIMATED FEATURE FILM,Michael Dudok de Wit/Toshio Suzuki,False
506,900,2017,2018,90,INTERNATIONAL FEATURE FILM,Russia,False
507,568,2017,2018,90,WRITING (Adapted Screenplay),James Ivory,True
508,334,2020,2021,93,ACTOR IN A LEADING ROLE,Anthony Hopkins,True
509,515,2020,2021,93,ACTOR IN A LEADING ROLE,Steven Yeun,False
510,994,2016,2017,89,DOCUMENTARY (Feature),Raoul Peck/Rémi Grellety/Hébert Peck,False
511,463,2020,2021,93,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,True
512,463,2020,2021,93,ACTOR IN A SUPPORTING ROLE,Lakeith Stanfield,False
513,1147,2017,2018,90,DIRECTING,Paul Thomas Anderson,False
514,1520,2020,2021,93,ACTRESS IN A LEADING ROLE,Frances McDormand,True
515,334,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,False
516,1572,2016,2017,89,INTERNATIONAL FEATURE FILM,Denmark,False
517,515,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,True
518,1097,2016,2017,89,INTERNATIONAL FEATURE FILM,Iran,True
519,90,2021,2022,94,INTERNATIONAL FEATURE FILM,Norway,False
