year_film,year_ceremony,ceremony,canon_category,name,title,winner,nomination_id
2018,2019,91,ANIMATED FEATURE FILM,Wes Anderson/Scott Rudin/Steven Rales/Jeremy Dawson,Isle of Dogs,False,290
2018,2019,91,ANIMATED FEATURE FILM,Mamoru Hosoda/Yuichiro Saito,Mirai,False,291
2018,2019,91,ANIMATED FEATURE FILM,Rich Moore/Phil Johnston/Clark Spencer,Ralph Breaks the Internet,False,292
2018,2019,91,ANIMATED FEATURE FILM,Bob Persichetti/Peter Ramsey/Rodney Rothman/Phil Lord/Christopher Miller,Spider-Man: Into the Spider-Verse,True,293
2018,2019,91,CINEMATOGRAPHY,Lukasz Zal,Cold War,False,294
2018,2019,91,CINEMATOGRAPHY,Robbie Ryan,The Favourite,False,295
2018,2019,91,CINEMATOGRAPHY,Caleb Deschanel,Never Look Away,False,296
2018,2019,91,CINEMATOGRAPHY,Alfonso Cuarón,Roma,True,297
2018,2019,91,CINEMATOGRAPHY,Matthew Libatique,A Star Is Born,False,298
2018,2019,91,COSTUME DESIGN,Mary Zophres,The Ballad of Buster Scruggs,False,299
2018,2019,91,COSTUME DESIGN,Ruth Carter,Black Panther,True,300
2018,2019,91,COSTUME DESIGN,Sandy Powell,The Favourite,False,301
2018,2019,91,DIRECTING,Spike Lee,BlacKkKlansman,False,302
2018,2019,91,DIRECTING,Pawel Pawlikowski,Cold War,False,303
2018,2019,91,DIRECTING,Yorgos Lanthimos,The Favourite,False,304
2018,2019,91,DIRECTING,Alfonso Cuarón,Roma,True,305
2018,2019,91,DOCUMENTARY (Feature),Elizabeth Chai Vasarhelyi/Jimmy Chin/Evan Hayes/Shannon Dill,Free Solo,True,306
2018,2019,91,DOCUMENTARY (Feature),RaMell Ross/Joslyn Barnes/Su Kim,"Hale County This Morning, This Evening",False,307
2018,2019,91,DOCUMENTARY (Feature),Bing Liu/Diane Quon,Minding the Gap,False,308
2018,2019,91,DOCUMENTARY (Feature),Talal Derki/Ansgar Frerich/Eva Kemme/Tobias N. Siebert,Of Fathers and Sons,False,309
2018,2019,91,DOCUMENTARY (Feature),Betsy West/Julie Cohen,RBG,False,310
2018,2019,91,FILM EDITING,Barry Alexander Brown,BlacKkKlansman,False,311
2018,2019,91,FILM EDITING,John Ottman,Bohemian Rhapsody,True,312
2018,2019,91,FILM EDITING,Yorgos Mavropsaridis,The Favourite,False,313
2018,2019,91,FILM EDITING,Patrick J. Don Vito,Green Book,False,314
2018,2019,91,INTERNATIONAL FEATURE FILM,Lebanon,Capernaum,False,315
2018,2019,91,INTERNATIONAL FEATURE FILM,Poland,Cold War,False,316
2018,2019,91,INTERNATIONAL FEATURE FILM,Germany,Never Look Away,False,317
2018,2019,91,INTERNATIONAL FEATURE FILM,Mexico,Roma,True,318
2018,2019,91,INTERNATIONAL FEATURE FILM,Japan,Shoplifters,False,319
2018,2019,91,MAKEUP AND HAIRSTYLING,Göran Lundström/Pamela Goldammer,Border,False,320
2018,2019,91,MUSIC (Original Score),Ludwig Goransson,Black Panther,True,321
2018,2019,91,MUSIC (Original Score),Terence Blanchard,BlacKkKlansman,False,322
2018,2019,91,MUSIC (Original Score),Nicholas Britell,If Beale Street Could Talk,False,323
2018,2019,91,MUSIC (Original Score),Alexandre Desplat,Isle of Dogs,False,324
2018,2019,91,MUSIC (Original Song),"Kendrick Lamar/Mark ""Sounwave"" Spears/Anthony ""Top Dawg"" Tiffith/SZA",Black Panther,False,325
2018,2019,91,MUSIC (Original Song),Diane Warren,RBG,False,326
2018,2019,91,MUSIC (Original Song),Lady Gaga/Mark Ronson/Anthony Rossomando/Andrew Wyatt,A Star Is Born,True,327
2018,2019,91,MUSIC (Original Song),Gillian Welch/David Rawlings,The Ballad of Buster Scruggs,False,328
2018,2019,91,BEST PICTURE,Kevin Feige,Black Panther,False,329
2018,2019,91,BEST PICTURE,Sean McKittrick/Jason Blum/Raymond Mansfield/Jordan Peele/Spike Lee,BlacKkKlansman,False,330
2018,2019,91,BEST PICTURE,Graham King,Bohemian Rhapsody,False,331
2018,2019,91,BEST PICTURE,Ceci Dempsey/Ed Guiney/Lee Magiday/Yorgos Lanthimos,The Favourite,False,332
2018,2019,91,BEST PICTURE,Jim Burke/Charles B. Wessler/Brian Currie/Peter Farrelly/Nick Vallelonga,Green Book,True,333
2018,2019,91,BEST PICTURE,Gabriela Rodríguez/Alfonso Cuarón,Roma,False,334
2018,2019,91,BEST PICTURE,Bill Gerber/Bradley Cooper/Lynette Howell Taylor,A Star Is Born,False,335
2018,2019,91,ART DIRECTION,Hannah Beachler/Jay Hart,Black Panther,True,336
2018,2019,91,ART DIRECTION,Fiona Crombie/Alice Felton,The Favourite,False,337
2018,2019,91,ART DIRECTION,Nathan Crowley/Kathy Lucas,First Man,False,338
2018,2019,91,ART DIRECTION,Eugenio Caballero/Bárbara Enríquez,Roma,False,339
2018,2019,91,SHORT FILM (Live Action),Marianne Farley/Marie-Hélène Panisset,Marguerite,False,340
2018,2019,91,SHORT FILM (Live Action),Guy Nattiv/Jaime Ray Newman,Skin,True,341
2018,2019,91,SOUND EDITING,Benjamin A. Burtt/Steve Boeddeker,Black Panther,False,342
2018,2019,91,SOUND EDITING,John Warhurst/Nina Hartstone,Bohemian Rhapsody,True,343
2018,2019,91,SOUND EDITING,Ai-Ling Lee/Mildred Iatrou Morgan,First Man,False,344
2018,2019,91,SOUND EDITING,Ethan Van der Ryn/Erik Aadahl,A Quiet Place,False,345
2018,2019,91,SOUND EDITING,Sergio Díaz/Skip Lievsay,Roma,False,346
2018,2019,91,SOUND MIXING,Steve Boeddeker/Brandon Proctor/Peter Devlin,Black Panther,False,347
2018,2019,91,SOUND MIXING,Paul Massey/Tim Cavagin/John Casali,Bohemian Rhapsody,True,348
2018,2019,91,SOUND MIXING,Jon Taylor/Frank A. Montaño/Ai-Ling Lee/Mary H. Ellis,First Man,False,349
2018,2019,91,SOUND MIXING,Skip Lievsay/Craig Henighan/José Antonio García,Roma,False,350
2018,2019,91,SOUND MIXING,Tom Ozanich/Dean Zupancic/Jason Ruder/Steve Morrow,A Star Is Born,False,351
2018,2019,91,VISUAL EFFECTS,Dan DeLeeuw/Kelly Port/Russell Earl/Dan Sudick,Avengers: Infinity War,False,352
2018,2019,91,VISUAL EFFECTS,Christopher Lawrence/Michael Eames/Theo Jones/Chris Corbould,Christopher Robin,False,353
2018,2019,91,VISUAL EFFECTS,Paul Lambert/Ian Hunter/Tristan Myles/J.D. Schwalm,First Man,True,354
2018,2019,91,WRITING (Adapted Screenplay),Joel Coen/Ethan Coen,The Ballad of Buster Scruggs,False,355
2018,2019,91,WRITING (Adapted Screenplay),Charlie Wachtel/David Rabinowitz/Kevin Willmott/Spike Lee,BlacKkKlansman,True,356
2018,2019,91,WRITING (Adapted Screenplay),Nicole Holofcener/Jeff Whitty,Can You Ever Forgive Me?,False,357
2018,2019,91,WRITING (Adapted Screenplay),Barry Jenkins,If Beale Street Could Talk,False,358
2018,2019,91,WRITING (Adapted Screenplay),Eric Roth/Bradley Cooper/Will Fetters,A Star Is Born,False,359
2018,2019,91,WRITING (Original Screenplay),Deborah Davis/Tony McNamara,The Favourite,False,360
2018,2019,91,WRITING (Original Screenplay),Paul Schrader,First Reformed,False,361
2018,2019,91,WRITING (Original Screenplay),Nick Vallelonga/Brian Currie/Peter Farrelly,Green Book,True,362
2018,2019,91,WRITING (Original Screenplay),Alfonso Cuarón,Roma,False,363
2019,2020,92,ACTOR IN A LEADING ROLE,Antonio Banderas,Pain and Glory,False,364
2019,2020,92,ACTOR IN A LEADING ROLE,Adam Driver,Marriage Story,False,365
2019,2020,92,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,True,366
2019,2020,92,ACTOR IN A LEADING ROLE,Jonathan Pryce,The Two Popes,False,367
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Tom Hanks,A Beautiful Day in the Neighborhood,False,368
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,The Two Popes,False,369
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Irishman,False,370
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Joe Pesci,The Irishman,False,371
2019,2020,92,ACTRESS IN A LEADING ROLE,Cynthia Erivo,Harriet,False,372
2019,2020,92,ACTRESS IN A LEADING ROLE,Scarlett Johansson,Marriage Story,False,373
2019,2020,92,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Little Women,False,374
2019,2020,92,ACTRESS IN A LEADING ROLE,Charlize Theron,Bombshell,False,375
2019,2020,92,ACTRESS IN A LEADING ROLE,Renée Zellweger,Judy,True,376
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Richard Jewell,False,377
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Marriage Story,True,378
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Scarlett Johansson,Jojo Rabbit,False,379
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Florence Pugh,Little Women,False,380
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Margot Robbie,Bombshell,False,381
2019,2020,92,ANIMATED FEATURE FILM,Dean DeBlois/Bradford Lewis/Bonnie Arnold,How to Train Your Dragon: The Hidden World,False,382
2019,2020,92,ANIMATED FEATURE FILM,Jérémy Clapin/Marc du Pontavice,I Lost My Body,False,383
2019,2020,92,ANIMATED FEATURE FILM,Sergio Pablos/Jinko Gotoh/Marisa Román,Klaus,False,384
2019,2020,92,ANIMATED FEATURE FILM,Chris Butler/Arianne Sutner/Travis Knight,Missing Link,False,385
2019,2020,92,ANIMATED FEATURE FILM,Josh Cooley/Mark Nielsen/Jonas Rivera,Toy Story 4,True,386
2019,2020,92,CINEMATOGRAPHY,Rodrigo Prieto,The Irishman,False,387
2019,2020,92,CINEMATOGRAPHY,Lawrence Sher,Joker,False,388
2019,2020,92,CINEMATOGRAPHY,Jarin Blaschke,The Lighthouse,False,389
2019,2020,92,CINEMATOGRAPHY,Roger Deakins,1917,True,390
2019,2020,92,COSTUME DESIGN,Sandy Powell/Christopher Peterson,The Irishman,False,391
2019,2020,92,COSTUME DESIGN,Mayes C. Rubeo,Jojo Rabbit,False,392
2019,2020,92,COSTUME DESIGN,Mark Bridges,Joker,False,393
2019,2020,92,COSTUME DESIGN,Jacqueline Durran,Little Women,True,394
2019,2020,92,DIRECTING,Martin Scorsese,The Irishman,False,395
2019,2020,92,DIRECTING,Todd Phillips,Joker,False,396
2019,2020,92,DIRECTING,Sam Mendes,1917,False,397
2019,2020,92,DIRECTING,Bong Joon Ho,Parasite,True,398
2019,2020,92,DOCUMENTARY (Feature),Steven Bognar/Julia Reichert/Jeff Reichert,American Factory,True,399
2019,2020,92,DOCUMENTARY (Feature),Petra Costa/Joanna Natasegara/Shane Boris/Tiago Pavan,The Edge of Democracy,False,400
2019,2020,92,DOCUMENTARY (Feature),Waad al-Kateab/Edward Watts,For Sama,False,401
2019,2020,92,DOCUMENTARY (Feature),Ljubo Stefanov/Tamara Kotevska/Atanas Georgiev,Honeyland,False,402
2019,2020,92,FILM EDITING,Michael McCusker/Andrew Buckland,Ford v Ferrari,True,403
2019,2020,92,FILM EDITING,Thelma Schoonmaker,The Irishman,False,404
2019,2020,92,FILM EDITING,Tom Eagles,Jojo Rabbit,False,405
2019,2020,92,FILM EDITING,Jeff Groth,Joker,False,406
2019,2020,92,FILM EDITING,Yang Jinmo,Parasite,False,407
2019,2020,92,INTERNATIONAL FEATURE FILM,Poland,Corpus Christi,False,408
2019,2020,92,INTERNATIONAL FEATURE FILM,North Macedonia,Honeyland,False,409
2019,2020,92,INTERNATIONAL FEATURE FILM,Spain,Pain and Glory,False,410
2019,2020,92,INTERNATIONAL FEATURE FILM,South Korea,Parasite,True,411
2019,2020,92,MAKEUP AND HAIRSTYLING,Kazu Hiro/Anne Morgan/Vivian Baker,Bombshell,True,412
2019,2020,92,MAKEUP AND HAIRSTYLING,Nicki Ledermann/Kay Georgiou,Joker,False,413
2019,2020,92,MAKEUP AND HAIRSTYLING,Jeremy Woodhead,Judy,False,414
2019,2020,92,MAKEUP AND HAIRSTYLING,Paul Gooch/Arjen Tuiten/David White,Maleficent: Mistress of Evil,False,415
2019,2020,92,MAKEUP AND HAIRSTYLING,Naomi Donne/Tristan Versluis/Rebecca Cole,1917,False,416
2019,2020,92,MUSIC (Original Score),Hildur Guðnadóttir,Joker,True,417
2019,2020,92,MUSIC (Original Score),Alexandre Desplat,Little Women,False,418
2019,2020,92,MUSIC (Original Score),Randy Newman,Marriage Story,False,419
2019,2020,92,MUSIC (Original Score),Thomas Newman,1917,False,420
2019,2020,92,MUSIC (Original Score),John Williams,Star Wars: The Rise of Skywalker,False,421
2019,2020,92,MUSIC (Original Song),Randy Newman,Toy Story 4,False,422
2019,2020,92,MUSIC (Original Song),Elton John/Bernie Taupin,Rocketman,True,423
2019,2020,92,MUSIC (Original Song),Kristen Anderson-Lopez/Robert Lopez,Frozen II,False,424
2019,2020,92,MUSIC (Original Song),Joshuah Brian Campbell/Cynthia Erivo,Harriet,False,425
2019,2020,92,BEST PICTURE,Peter Chernin/Jenno Topping/James Mangold,Ford v Ferrari,False,426
2019,2020,92,BEST PICTURE,Martin Scorsese/Robert De Niro/Jane Rosenthal/Emma Tillinger Koskoff,The Irishman,False,427
2019,2020,92,BEST PICTURE,Carthew Neal/Taika Waititi/Chelsea Winstanley,Jojo Rabbit,False,428
2019,2020,92,BEST PICTURE,Todd Phillips/Bradley Cooper/Emma Tillinger Koskoff,Joker,False,429
2019,2020,92,BEST PICTURE,Amy Pascal,Little Women,False,430
2019,2020,92,BEST PICTURE,Noah Baumbach/David Heyman,Marriage Story,False,431
2019,2020,92,BEST PICTURE,Sam Mendes/Pippa Harris/Jayne-Ann Tenggren/Callum McDougall,1917,False,432
2019,2020,92,BEST PICTURE,Kwak Sin Ae/Bong Joon Ho,Parasite,True,433
2019,2020,92,ART DIRECTION,Bob Shaw/Regina Graves,The Irishman,False,434
2019,2020,92,ART DIRECTION,Ra Vincent/Nora Sopková,Jojo Rabbit,False,435
2019,2020,92,ART DIRECTION,Dennis Gassner/Lee Sandales,1917,False,436
2019,2020,92,ART DIRECTION,Lee Ha Jun/Cho Won Woo,Parasite,False,437
2019,2020,92,SOUND EDITING,Donald Sylvester,Ford v Ferrari,True,438
2019,2020,92,SOUND EDITING,Alan Robert Murray,Joker,False,439
2019,2020,92,SOUND EDITING,Oliver Tarney/Rachael Tate,1917,False,440
2019,2020,92,SOUND EDITING,Matthew Wood/David Acord,Star Wars: The Rise of Skywalker,False,441
2019,2020,92,SOUND MIXING,Gary Rydstrom/Tom Johnson/Mark Ulano,Ad Astra,False,442
2019,2020,92,SOUND MIXING,Paul Massey/David Giammarco/Steven A. Morrow,Ford v Ferrari,False,443
2019,2020,92,SOUND MIXING,Tom Ozanich/Dean Zupancic/Tod Maitland,Joker,False,444
2019,2020,92,SOUND MIXING,Mark Taylor/Stuart Wilson,1917,True,445
2019,2020,92,VISUAL EFFECTS,Dan DeLeeuw/Russell Earl/Matt Aitken/Dan Sudick,Avengers: Endgame,False,446
2019,2020,92,VISUAL EFFECTS,Pablo Helman/Leandro Estebecorena/Nelson Sepulveda-Fauser/Stephane Grabli,The Irishman,False,447
2019,2020,92,VISUAL EFFECTS,Robert Legato/Adam Valdez/Andrew R. Jones/Elliot Newman,The Lion King,False,448
2019,2020,92,VISUAL EFFECTS,Guillaume Rocheron/Greg Butler/Dominic Tuohy,1917,True,449
2019,2020,92,VISUAL EFFECTS,Roger Guyett/Neal Scanlan/Patrick Tubach/Dominic Tuohy,Star Wars: The Rise of Skywalker,False,450
2019,2020,92,WRITING (Adapted Screenplay),Steven Zaillian,The Irishman,False,451
2019,2020,92,WRITING (Adapted Screenplay),Taika Waititi,Jojo Rabbit,True,452
2019,2020,92,WRITING (Adapted Screenplay),Todd Phillips/Scott Silver,Joker,False,453
2019,2020,92,WRITING (Adapted Screenplay),Greta Gerwig,Little Women,False,454
2019,2020,92,WRITING (Adapted Screenplay),Anthony McCarten,The Two Popes,False,455
2019,2020,92,WRITING (Original Screenplay),Rian Johnson,Knives Out,False,456
2019,2020,92,WRITING (Original Screenplay),Noah Baumbach,Marriage Story,False,457
2019,2020,92,WRITING (Original Screenplay),Sam Mendes/Krysty Wilson-Cairns,1917,False,458
2019,2020,92,WRITING (Original Screenplay),Bong Joon Ho/Han Jin Won,Parasite,True,459
2020,2021,93,ACTOR IN A LEADING ROLE,Riz Ahmed,Sound of Metal,False,460
2020,2021,93,ACTOR IN A LEADING ROLE,Chadwick Boseman,Ma Rainey's Black Bottom,False,461
2020,2021,93,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Father,True,462
2020,2021,93,ACTOR IN A LEADING ROLE,Gary Oldman,Mank,False,463
2020,2021,93,ACTOR IN A LEADING ROLE,Steven Yeun,Minari,False,464
2020,2021,93,ACTOR IN A SUPPORTING ROLE,Sacha Baron Cohen,The Trial of the Chicago 7,False,465
2020,2021,93,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,Judas and the Black Messiah,True,466
2020,2021,93,ACTOR IN A SUPPORTING ROLE,Paul Raci,Sound of Metal,False,467
2020,2021,93,ACTOR IN A SUPPORTING ROLE,Lakeith Stanfield,Judas and the Black Messiah,False,468
2020,2021,93,ACTRESS IN A LEADING ROLE,Viola Davis,Ma Rainey's Black Bottom,False,469
2020,2021,93,ACTRESS IN A LEADING ROLE,Vanessa Kirby,Pieces of a Woman,False,470
2020,2021,93,ACTRESS IN A LEADING ROLE,Frances McDormand,Nomadland,True,471
2020,2021,93,ACTRESS IN A LEADING ROLE,Carey Mulligan,Promising Young Woman,False,472
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Glenn Close,Hillbilly Elegy,False,473
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,The Father,False,474
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Amanda Seyfried,Mank,False,475
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,Minari,True,476
2020,2021,93,ANIMATED FEATURE FILM,Dan Scanlon/Kori Rae,Onward,False,477
2020,2021,93,ANIMATED FEATURE FILM,Glen Keane/Gennie Rim/Peilin Chou,Over the Moon,False,478
2020,2021,93,ANIMATED FEATURE FILM,Tomm Moore/Ross Stewart/Paul Young/Stéphan Roelants,Wolfwalkers,False,479
2020,2021,93,CINEMATOGRAPHY,Sean Bobbitt,Judas and the Black Messiah,False,480
2020,2021,93,CINEMATOGRAPHY,Erik Messerschmidt,Mank,True,481
2020,2021,93,CINEMATOGRAPHY,Dariusz Wolski,News of the World,False,482
2020,2021,93,CINEMATOGRAPHY,Joshua James Richards,Nomadland,False,483
2020,2021,93,CINEMATOGRAPHY,Phedon Papamichael,The Trial of the Chicago 7,False,484
2020,2021,93,COSTUME DESIGN,Ann Roth,Ma Rainey's Black Bottom,True,485
2020,2021,93,COSTUME DESIGN,Trish Summerville,Mank,False,486
2020,2021,93,COSTUME DESIGN,Massimo Cantini Parrini,Pinocchio,False,487
2020,2021,93,DIRECTING,Thomas Vinterberg,Another Round,False,488
2020,2021,93,DIRECTING,David Fincher,Mank,False,489
2020,2021,93,DIRECTING,Lee Isaac Chung,Minari,False,490
2020,2021,93,DIRECTING,Chloé Zhao,Nomadland,True,491
2020,2021,93,DIRECTING,Emerald Fennell,Promising Young Woman,False,492
2020,2021,93,DOCUMENTARY (Feature),Alexander Nanau/Bianca Oana,Collective,False,493
2020,2021,93,DOCUMENTARY (Feature),Maite Alberdi/Marcela Santibáñez,The Mole Agent,False,494
2020,2021,93,DOCUMENTARY (Feature),Garrett Bradley/Lauren Domino/Kellen Quinn,Time,False,495
2020,2021,93,DOCUMENTARY (Short Subject),Anthony Giacchino/Alice Doyard,Colette,True,496
2020,2021,93,FILM EDITING,Yorgos Lamprinos,The Father,False,497
2020,2021,93,FILM EDITING,Chloé Zhao,Nomadland,False,498
2020,2021,93,FILM EDITING,Frédéric Thoraval,Promising Young Woman,False,499
2020,2021,93,FILM EDITING,Mikkel E. G. Nielsen,Sound of Metal,True,500
2020,2021,93,FILM EDITING,Alan Baumgarten,The Trial of the Chicago 7,False,501
2020,2021,93,INTERNATIONAL FEATURE FILM,Denmark,Another Round,True,502
2020,2021,93,INTERNATIONAL FEATURE FILM,Hong Kong,Better Days,False,503
2020,2021,93,INTERNATIONAL FEATURE FILM,Romania,Collective,False,504
2020,2021,93,INTERNATIONAL FEATURE FILM,Bosnia and Herzegovina,"Quo Vadis, Aida?",False,505
2020,2021,93,MAKEUP AND HAIRSTYLING,Eryn Krueger Mekash/Matthew Mungle/Patricia Dehaney,Hillbilly Elegy,False,506
2020,2021,93,MAKEUP AND HAIRSTYLING,Sergio Lopez-Rivera/Mia Neal/Jamika Wilson,Ma Rainey's Black Bottom,True,507
2020,2021,93,MAKEUP AND HAIRSTYLING,Gigi Williams/Kimberley Spiteri/Colleen LaBaff,Mank,False,508
2020,2021,93,MAKEUP AND HAIRSTYLING,Mark Coulier/Dalia Colli/Francesco Pegoretti,Pinocchio,False,509
2020,2021,93,MUSIC (Original Score),Trent Reznor/Atticus Ross,Mank,False,510
2020,2021,93,MUSIC (Original Score),Emile Mosseri,Minari,False,511
2020,2021,93,MUSIC (Original Score),James Newton Howard,News of the World,False,512
2020,2021,93,MUSIC (Original Song),H.E.R./Dernst Emile II/Tiara Thomas,Judas and the Black Messiah,True,513
2020,2021,93,MUSIC (Original Song),Daniel Pemberton/Celeste Waite,The Trial of the Chicago 7,False,514
2020,2021,93,BEST PICTURE,David Parfitt/Jean-Louis Livi/Philippe Carcassonne,The Father,False,515
2020,2021,93,BEST PICTURE,Shaka King/Charles D. King/Ryan Coogler,Judas and the Black Messiah,False,516
2020,2021,93,BEST PICTURE,Ceán Chaffin/Eric Roth/Douglas Urbanski,Mank,False,517
2020,2021,93,BEST PICTURE,Christina Oh,Minari,False,518
2020,2021,93,BEST PICTURE,Frances McDormand/Peter Spears/Mollye Asher/Dan Janvey/Chloé Zhao,Nomadland,True,519
2020,2021,93,BEST PICTURE,Ben Browning/Ashley Fox/Emerald Fennell/Josey McNamara,Promising Young Woman,False,520
2020,2021,93,BEST PICTURE,Bert Hamelinck/Sacha Ben Harroche,Sound of Metal,False,521
2020,2021,93,BEST PICTURE,Marc Platt/Stuart Besser,The Trial of the Chicago 7,False,522
2020,2021,93,ART DIRECTION,Peter Francis/Cathy Featherstone,The Father,False,523
2020,2021,93,ART DIRECTION,Mark Ricker/Karen O'Hara/Diana Stoughton,Ma Rainey's Black Bottom,False,524
2020,2021,93,ART DIRECTION,Donald Graham Burt/Jan Pascale,Mank,True,525
2020,2021,93,ART DIRECTION,David Crank/Elizabeth Keenan,News of the World,False,526
2020,2021,93,SOUND MIXING,Ren Klyce/Jeremy Molod/David Parker/Nathan Nance/Drew Kunin,Mank,False,527
2020,2021,93,SOUND MIXING,Oliver Tarney/Mike Prestwood Smith/William Miller/John Pritchett,News of the World,False,528
2020,2021,93,SOUND MIXING,Nicolas Becker/Jaime Baksht/Michellee Couttolenc/Carlos Cortés/Phillip Bladh,Sound of Metal,True,529
2020,2021,93,VISUAL EFFECTS,Matt Sloan/Genevieve Camilleri/Matt Everitt/Brian Cox,Love and Monsters,False,530
2020,2021,93,WRITING (Adapted Screenplay),Christopher Hampton/Florian Zeller,The Father,True,531
2020,2021,93,WRITING (Adapted Screenplay),Chloé Zhao,Nomadland,False,532
2020,2021,93,WRITING (Adapted Screenplay),Ramin Bahrani,The White Tiger,False,533
2020,2021,93,WRITING (Original Screenplay),Will Berson/Shaka King/Kenny Lucas/Keith Lucas,Judas and the Black Messiah,False,534
2020,2021,93,WRITING (Original Screenplay),Lee Isaac Chung,Minari,False,535
2020,2021,93,WRITING (Original Screenplay),Emerald Fennell,Promising Young Woman,True,536
2020,2021,93,WRITING (Original Screenplay),Darius Marder/Abraham Marder/Derek Cianfrance,Sound of Metal,False,537
2020,2021,93,WRITING (Original Screenplay),Aaron Sorkin,The Trial of the Chicago 7,False,538
2021,2022,94,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Power of the Dog,False,539
2021,2022,94,ACTOR IN A LEADING ROLE,Will Smith,King Richard,True,540
2021,2022,94,ACTOR IN A LEADING ROLE,Denzel Washington,The Tragedy of Macbeth,False,541
2021,2022,94,ACTOR IN A SUPPORTING ROLE,Ciarán Hinds,Belfast,False,542
2021,2022,94,ACTOR IN A SUPPORTING ROLE,Troy Kotsur,CODA,True,543
2021,2022,94,ACTOR IN A SUPPORTING ROLE,Jesse Plemons,The Power of the Dog,False,544
2021,2022,94,ACTOR IN A SUPPORTING ROLE,Kodi Smit-McPhee,The Power of the Dog,False,545
2021,2022,94,ACTRESS IN A LEADING ROLE,Jessica Chastain,The Eyes of Tammy Faye,True,546
2021,2022,94,ACTRESS IN A LEADING ROLE,Olivia Colman,The Lost Daughter,False,547
2021,2022,94,ACTRESS IN A LEADING ROLE,Penélope Cruz,Parallel Mothers,False,548
2021,2022,94,ACTRESS IN A LEADING ROLE,Kristen Stewart,Spencer,False,549
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Jessie Buckley,The Lost Daughter,False,550
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Ariana DeBose,West Side Story,True,551
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Belfast,False,552
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Kirsten Dunst,The Power of the Dog,False,553
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Aunjanue Ellis,King Richard,False,554
2021,2022,94,ANIMATED FEATURE FILM,Jared Bush/Byron Howard/Yvett Merino/Clark Spencer,Encanto,True,555
2021,2022,94,ANIMATED FEATURE FILM,Jonas Poher Rasmussen/Monica Hellström/Signe Byrge Sørensen/Charlotte De La Gournerie,Flee,False,556
2021,2022,94,ANIMATED FEATURE FILM,Enrico Casarosa/Andrea Warren,Luca,False,557
2021,2022,94,ANIMATED FEATURE FILM,Mike Rianda/Phil Lord/Christopher Miller/Kurt Albrecht,The Mitchells vs. the Machines,False,558
2021,2022,94,ANIMATED FEATURE FILM,Don Hall/Carlos López Estrada/Osnat Shurer/Peter Del Vecho,Raya and the Last Dragon,False,559
2021,2022,94,CINEMATOGRAPHY,Greig Fraser,Dune,True,560
2021,2022,94,CINEMATOGRAPHY,Dan Laustsen,Nightmare Alley,False,561
2021,2022,94,CINEMATOGRAPHY,Ari Wegner,The Power of the Dog,False,562
2021,2022,94,CINEMATOGRAPHY,Bruno Delbonnel,The Tragedy of Macbeth,False,563
2021,2022,94,CINEMATOGRAPHY,Janusz Kaminski,West Side Story,False,564
2021,2022,94,COSTUME DESIGN,Jenny Beavan,Cruella,True,565
2021,2022,94,COSTUME DESIGN,Massimo Cantini Parrini/Jacqueline Durran,Cyrano,False,566
2021,2022,94,COSTUME DESIGN,Jacqueline West/Robert Morgan,Dune,False,567
2021,2022,94,COSTUME DESIGN,Luis Sequeira,Nightmare Alley,False,568
2021,2022,94,COSTUME DESIGN,Paul Tazewell,West Side Story,False,569
2021,2022,94,DIRECTING,Kenneth Branagh,Belfast,False,570
2021,2022,94,DIRECTING,Ryusuke Hamaguchi,Drive My Car,False,571
2021,2022,94,DIRECTING,Paul Thomas Anderson,Licorice Pizza,False,572
2021,2022,94,DIRECTING,Jane Campion,The Power of the Dog,True,573
2021,2022,94,DIRECTING,Steven Spielberg,West Side Story,False,574
2021,2022,94,DOCUMENTARY (Feature),Jessica Kingdon/Kira Simon-Kennedy/Nathan Truesdell,Ascension,False,575
2021,2022,94,DOCUMENTARY (Feature),Jonas Poher Rasmussen/Monica Hellström/Signe Byrge Sørensen/Charlotte De La Gournerie,Flee,False,576
